ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Threshold,accuracy,precision,recall,f1,roc_auc,Precision at 1%,Precision at 2%,Precision at 5%,Precision at 10%,Precision at 20%,Precision at 30%,Precision at 50%
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.32915234565734863,0.002981185913085937,0.7,0.6168102323153224,0.817724371010139,0.6304939486941921,0.7120062777923097,0.6029852986430555,0.9652173913043478,0.9565217391304348,0.9452173913043478,0.9334493257938234,0.9051761635493693,0.8745649651972158,0.8305925345862699
1.0,Decision Tree,1.0,"{'min_samples_split': 0.01, 'max_depth': 10}",0.09175562858581544,0.007005691528320313,0.7,0.6264682850430697,0.7964088209189595,0.6754878684347675,0.7309813259806993,0.5769428147491311,0.9337349397590359,0.9337349397590359,0.9238578680203046,0.8991127177127834,0.8702241195304162,0.8458543619322278,0.8106164383561644
2.0,Random Forest,23.0,"{'min_samples_split': 0.01, 'max_depth': 10, 'max_features': 36}",8.42052149772644,0.4128620624542236,0.7,0.6164621943791874,0.8070914771488774,0.6432335398691297,0.7159061613817995,0.5894145659814426,0.9608695652173912,0.9413043478260872,0.937391304347826,0.9260548064375816,0.901913875598086,0.8725348027842227,0.8219785956669277
3.0,Bagging,46.0,"{'max_samples': 0.3, 'max_features': 71}",32.52446889877319,4.978396892547607,0.7,0.5872270077438441,0.8229970942299709,0.5740343968961723,0.6763321279934502,0.6005557676277258,0.9598214285714286,0.9612068965517241,0.938950988822012,0.9237104464672736,0.8912996311564331,0.8667729776746883,0.8278831101061054
4.0,Ada Boosting,6.0,"{'algorithm': 'SAMME.R', 'learning_rate': 0.001}",17.989299535751343,3.232273578643799,0.6,0.7512833898894979,0.7512833898894979,1.0,0.8579803751086822,0.5,0.9275575134605972,0.9275575134605972,0.9275575134605972,0.8949771689497716,0.8949771689497716,0.8278038053351181,0.7755926159009859
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.3114795684814453,0.015696048736572266,0.7,0.6168102323153224,0.817724371010139,0.6304939486941921,0.7120062777923097,0.6029852986430555,0.9652173913043478,0.9565217391304348,0.9452173913043478,0.9334493257938234,0.9051761635493693,0.8745649651972158,0.8305925345862699
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.3334369659423828,0.0,0.7,0.6168102323153224,0.817724371010139,0.6304939486941921,0.7120062777923097,0.6029852986430555,0.9652173913043478,0.9565217391304348,0.9452173913043478,0.9334493257938234,0.9051761635493693,0.8745649651972158,0.8305925345862699
1.0,Decision Tree,1.0,"{'min_samples_split': 0.01, 'max_depth': 10}",0.10240483283996582,0.008029699325561523,0.7,0.6264682850430697,0.7964088209189595,0.6754878684347675,0.7309813259806993,0.5769428147491311,0.9337349397590359,0.9337349397590359,0.9238578680203046,0.8991127177127834,0.8702241195304162,0.8458543619322278,0.8106164383561644
2.0,Random Forest,23.0,"{'min_samples_split': 0.01, 'max_depth': 10, 'max_features': 36}",8.80211067199707,0.573986291885376,0.7,0.6164621943791874,0.8070914771488774,0.6432335398691297,0.7159061613817995,0.5894145659814426,0.9608695652173912,0.9413043478260872,0.937391304347826,0.9260548064375816,0.901913875598086,0.8725348027842227,0.8219785956669277
3.0,Bagging,46.0,"{'max_samples': 0.3, 'max_features': 71}",19.67944049835205,3.419126033782959,0.7,0.5870094840337596,0.8215348991068475,0.5752504487810528,0.6766799495929976,0.5988898736821129,0.9565217391304348,0.9478079331941544,0.9369676320272572,0.9198787353832828,0.8908541846419327,0.8667246124873244,0.8273106323835997
